word,translation,phonetic,pos,tag,total,spoken_ratio,academic_ratio,cefr_standard,difficulty_level,learning_level,dataset_type
mill,"n. 压榨机, 磨坊, 制造厂\nvt. 碾磨, 磨细, 搅拌, 使乱转\nvi. 乱转, 被碾磨",(mil),n,四级 六级 考研 托福 GRE,9036,0.0670650730411686,0.2179061531651173,A2,2,初级,gre
needle,"n. 针, 尖\nvt. 用针缝\nvi. 缝纫\n[计] 探针",('ni:dl),n,高考 四级 六级 考研 GRE,7932,0.1290973272818961,0.1181290973272819,B1,3,中级,gre
grin,n. 露齿笑\nv. 露齿而笑,(grin),v,六级 考研 雅思 GRE,7904,0.0087297570850202,0.0074645748987854,A2,2,初级,gre
delicate,"a. 细致优雅的, 微妙的, 美味的\n[医] 柔弱的",('delikәt),j,高考 四级 六级 考研 托福 雅思 GRE,7900,0.0872151898734177,0.1141772151898734,B1,3,中级,gre
endorse,"vt. 支持, 赞同, 背书于, 签署\n[经] 赞成, 背书",(in'dɒ:s),v,托福 雅思 GRE,7773,0.2656631931043355,0.3090183970153094,B1,3,中级,gre
gravity,"n. 地心引力, 重力\n[化] 重力",('græviti),n,高考 四级 六级 考研 托福 雅思 GRE,7599,0.0709303855770496,0.2225292801684432,B1,3,中级,gre
sentiment,"n. 感情, 感伤, 情操, 情绪, 感想, 意见\n[医] 情感, 情操",('sentimәnt),n,六级 考研 雅思 GRE,7247,0.1541327445839657,0.3542155374637781,B2,4,中级,gre
helmet,"n. 钢盔, 盔, 防护帽\nvt. 给...戴头盔",('helmit),n,高考 四级 六级 考研 雅思 GRE,6810,0.0883994126284875,0.0604992657856094,B1,3,中级,gre
mortality,"n. 必死的命运, 死亡数目, 死亡率\n[医] 必死性, 死亡率",(mɒ:'tælәti),n,考研 GRE,6484,0.0735657001850709,0.6264651449722394,B2,4,中级,gre
rival,"n. 对手, 竞争者\na. 竞争的",('raivl),n,四级 六级 考研 托福 雅思 GRE,6452,0.1264724116553006,0.1498760074395536,A2,2,初级,gre
disclose,"vt. 揭露, 透露\n[法] 揭发, 揭露, 公开",(dis'klәuz),v,四级 六级 考研 雅思 GRE,6387,0.1741036480350712,0.2467512134022232,B1,3,中级,gre
spell,"n. 符咒, 魅力, 轮值, 轮班, 工作时间, 一次发作\nvt. 拼写, 拼成, 琢磨, 理解, 招致, 轮换, 迷住\nvi. 轮换, 拼字",(spel),v,中考 高考 四级 六级 考研 GRE,6374,0.1791653592720426,0.2066206463759021,A2,2,初级,gre
tag,"n. 标签, 附属物, 碎片, 结束语, 口头禅, 附加语, 浑名, 标记, 标记符\nvt. 附以签条, 尾随, 添饰, 起浑名, 连接\nvi. 紧紧跟随\n[计] 标记",(tæg),n,四级 六级 考研 托福 雅思 GRE,6298,0.1098761511590981,0.14973007303906,A1,1,初级,gre
rally,"n. 重振旗鼓, 集合, 群众集会, 跌停回升\nv. 重整旗鼓, 集合, 恢复精神, 团结, 挖苦, 嘲笑",('ræli),n,六级 考研 托福 雅思 GRE,6220,0.3379421221864951,0.0916398713826366,A2,2,初级,gre
shrink,"n. 收缩, 萎缩, 回避\nvi. 收缩, 退缩, 萎缩, 缩小, 回避\nvt. 使收缩, 使缩小",(ʃriŋk),v,高考 四级 六级 考研 托福 雅思 GRE,6116,0.1088947024198822,0.1226291693917593,B1,3,中级,gre
mobile,"a. 移动的, 易变的, 机动的\nn. 活动物体",('mәubil),j,高考 四级 六级 考研 托福 雅思 GRE,5970,0.1336683417085427,0.1927973199329983,B1,3,中级,gre
striking,"a. 醒目的, 惊人的, 打击的, 罢工的\n[法] 罢工的, 罢市的, 罢课的",('straikiŋ),j,六级 考研 托福 雅思 GRE,5904,0.0982384823848238,0.3380758807588075,B1,3,中级,gre
retreat,"n. 休息寓所, 撤退, 隐居, 退避\nvi. 撤退, 隐退, 向后倾\nvt. 退(棋)",(ri'tri:t),n,四级 六级 考研 托福 雅思 GRE,5838,0.0906132237067488,0.1640972935936964,B1,3,中级,gre
explicit,"a. 详述的, 清楚的, 直言的",(ik'splisit),j,高考 六级 考研 托福 雅思 GRE,5772,0.0913028413028413,0.6353083853083853,B1,3,中级,gre
surveillance,"n. 监视, 监督\n[电] 侦测",(sә:'veilәns),n,GRE,5759,0.2641083521444695,0.2582045494009377,B2,4,中级,gre
transport,"n. 运输, 运输工具, 激动, 狂喜, 流放犯\nvt. 传送, 运输, 流放\n[计] 传送",(træns'pɒ:t),v,高考 四级 六级 考研 雅思 GRE,5743,0.1126588890823611,0.2852167856520982,B2,4,中级,gre
thread,"n. 线, 丝, 纤维, 线索\nvt. 穿线于, 穿过, 通过, 用线穿成\nvi. 穿过\n[计] 线索, 线程",(θred),n,中考 高考 四级 六级 考研 托福 GRE,5723,0.0688450113576795,0.2178927136117421,B1,3,中级,gre
pistol,"n. 手枪, 信号枪\nvt. 以手枪杀死(或伤害)",('pistl),n,四级 六级 考研 GRE,5654,0.0841881853555005,0.0282985496993279,B1,3,中级,gre
cue,"n. 提示, 线索\nvt. 给...暗示(或提示)\n[计] 尾接指令",(kju:),n,四级 六级 考研 托福 雅思 GRE,5594,0.0790132284590632,0.410439756882374,A1,1,初级,gre
stereotype,"n. 铅版, 陈规, 老套\nvt. 使用铅版, 把...印制成盲文, 套用老套, 使一成不变",('stiәriәtaip),n,六级 考研 托福 雅思 GRE,5439,0.1513145798860084,0.4309615738187167,B2,4,中级,gre
captain,"n. 船长, 指挥官, 海军上校, 首领\nvt. 率领, 指挥",('kæptin),n,中考 高考 四级 六级 考研,19668,0.0612670327435428,0.0771812080536912,B1,3,中级,gre
angle,"n. 角, 角度, 角落\nvi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度\nvt. 使转动角度, 在...钓鱼, 获取",('æŋgl),n,高考 四级 考研 托福,15846,0.0528840085826076,0.1513315663258866,A2,2,初级,gre
alliance,"n. 联盟, 联合\n[法] 同盟, 联盟, 联姻",(ә'laiәns),n,六级 考研 托福 雅思,13878,0.0908632367776336,0.3749819858769275,B1,3,中级,gre
examination,"n. 考试, 测验, 审查\n[医] 检查, 诊察",(ig.zæmi'neiʃәn),n,中考 四级 六级 雅思,11577,0.0847369784918372,0.652155135181826,B2,4,中级,gre
rapid,"a. 迅速的, 飞快的, 急促的, 陡的\nn. 急流",('ræpid),j,中考 高考 四级 六级 考研 雅思,11166,0.0731685473759627,0.4622066989073974,A2,2,初级,gre
discrimination,"n. 差别, 岐视, 辨别力\n[化] 鉴别",(dis.krimi'neiʃәn),n,高考 四级 六级 考研 托福,10666,0.1848865554097131,0.4331520720045003,C1,5,高级,gre
handful,"n. 少数, 一把, 棘手事",('hændful),n,高考 四级 六级 考研 托福,10634,0.1029716005266127,0.098927966898627,B1,3,中级,gre
cooking,n. 烹饪\n[化] 熬炼; 热炼; 蒸煮,('kukiŋ),n,雅思,10361,0.0790464240903387,0.0592606891226715,B1,3,中级,gre
garage,"n. 车库, 汽车修理厂, 机库\nvt. 把车送入修车场",(gә'rɑ:ʒ. 'gærɑ:ʒ),n,高考 四级 六级 考研 雅思,10349,0.1200115953232196,0.030824234225529,B1,3,中级,gre
intensity,"n. 强烈, 紧张, 强度\n[计] 强度; 亮度",(in'tensәti),n,四级 六级 考研,10085,0.0663361427863163,0.4518591968269707,B2,4,中级,gre
concerning,prep. 关于\n[法] 关于,(kәn'sә:niŋ),i,四级 六级 考研 托福,9934,0.0664384940608013,0.6700221461646869,B2,4,中级,gre
slam,"n. 砰然声, 猛然, 猛烈的抨击\nvt. 猛然关上, 砰地关上, 猛烈抨击\nvi. 砰地关上, 猛攻",(slæm),v,四级 六级 考研 雅思,9708,0.0891017717346518,0.0208075813761845,A2,2,初级,gre
continuous,"a. 连续的, 继续的, 连续不断的\n[计] 连续的",(kәn'tinjuәs),j,四级 六级 考研 托福,9510,0.0351209253417455,0.4124079915878023,B2,4,中级,gre
fame,"n. 名望, 名声, 传说",(feim),n,四级 六级 考研 托福 雅思,9323,0.1247452536737101,0.0860238120776574,A2,2,初级,gre
magic,"n. 魔术, 魔法\na. 魔术的, 有魔力的, 不可思议的",('mædʒik),j,中考 高考 四级 六级 考研 托福 雅思,9196,0.1488690735102218,0.0887342322749021,A2,2,初级,gre
echo,"n. 回声, 回音, 回波\nvi. 发回声, 随声附和\nvt. 摹仿, 重复, 反射\n[计] 回显; DOS批处理命令:控制MS-DOS命令是否在屏幕上显示",('ekәu),v,四级 六级 考研 托福 雅思,9166,0.0653502072878027,0.2184158847916212,A2,2,初级,gre
architecture,"n. 建筑学, 建筑式样\n[计] 体系结构",('ɑ:kitektʃә),n,高考 四级 六级 考研 托福 雅思,9050,0.0503867403314917,0.345414364640884,B2,4,中级,gre
palace,"n. 宫, 宫殿, 华丽大厦",('pælis),n,中考 高考 雅思,8868,0.0895354082092918,0.1795218764095624,B1,3,中级,gre
database,n. 数据库\n[计] 数据库,('deitәbeis),n,高考 考研 雅思,8852,0.0736556710347944,0.4633981021238138,B1,3,中级,gre
strict,"a. 严厉的, 绝对的, 详尽的, 严格的, 精确的\n[法] 严格的, 精确的, 绝对的",(strikt),j,中考 高考 四级 六级 考研 托福,8564,0.1429238673517048,0.3257823446987389,B1,3,中级,gre
indicator,"n. 指示器, 指示剂, 指标\n[计] 指示器",('indikeitә),n,雅思,8544,0.0823970037453183,0.6399812734082397,B2,4,中级,gre
bath,"n. 沐浴, 浴室\n[医] 浴",(bæθ.bɑ:θ),n,高考 四级 考研 雅思,8529,0.0828936569351623,0.0728104115371086,A2,2,初级,gre
doorway,"n. 门口, 途径",('dɒ:wei),n,考研,8425,0.0354896142433234,0.03513353115727,B1,3,中级,gre
unity,"n. 一致, 联合, 单一(性), 个体\n[经] 统一",('ju:niti),n,四级 六级 考研 托福,8389,0.1373226844677554,0.5054237692215997,A2,2,初级,gre
peaceful,"a. 平静的, 和平的, 和平时期的, 爱好和平的, 喜爱安静的\n[法] 和平的, 爱好和平的, 和平时期的",('pi:sful),j,高考 四级 六级 考研,8352,0.2430555555555555,0.2319204980842912,B1,3,中级,gre
walking,"n. 步行, 步态\na. 步行的, 步行用的",('wɒ:kiŋ),n,雅思,8244,0.0861232411450752,0.1391314895681707,B1,3,中级,gre
ankle,"n. 踝\n[医] 踝, 踝关节",('æŋkl),n,高考 四级 六级 考研 雅思,8107,0.0568644381398791,0.0782040212162328,A2,2,初级,gre
bias,"n. 偏见, 斜纹\na. 偏斜的\nadv. 偏斜\nvt. 使有偏见\n[计] 偏流; 偏压; 偏磁; 偏离",('baiәs),n,六级 考研 托福 雅思,8076,0.1156513125309559,0.5892768697374938,A2,2,初级,gre
thereby,adv. 因此,('ðєәbai),r,四级 六级 考研 托福 雅思,8046,0.0425055928411633,0.6510067114093959,B1,3,中级,gre
candle,n. 蜡烛\nvt. 对着光检查,('kændl),n,中考 高考 四级 六级 考研 雅思,7881,0.0841263799010278,0.0535465042507296,B1,3,中级,gre
relieve,"vt. 减轻, 救济, 解除, 使免除, 换...的班, 使得到调剂, 使不单调, 衬托, 使显著\nvi. 救济, 当替补投手, 呈鲜明突出",(ri'li:v),v,四级 六级 考研 托福,7881,0.1234614896586727,0.1306940743560461,B1,3,中级,gre
sword,"n. 刀, 剑, 战争, 武力, 剑状物",(sɒ:d),n,高考 四级 六级 考研,7690,0.0642392717815344,0.1128738621586476,A2,2,初级,gre
input,"n. 输入, 输入电路\nvt. 输入\n[计] 输入",('input),n,四级 六级 考研,7606,0.0642913489350512,0.6347620299763345,A2,2,初级,gre
departure,"n. 离开, 出发, 违背, 偏离\n[经] 启运",(di'pɑ:tʃә),n,高考 四级 六级 考研 托福,7568,0.1034619450317124,0.2641384778012685,B2,4,中级,gre
statistical,"a. 统计的, 统计上的, 统计学的\n[经] 统计的, 统计学的",(stә'tistikl),j,四级 六级 考研,7330,0.0376534788540245,0.7375170532060027,B2,4,中级,gre
realistic,"a. 现实的, 逼真的, 现实主义的, 实在论的",(riә'listik),j,六级 考研,7289,0.1883660310056249,0.3230895870489779,C1,5,高级,gre
shallow,"n. 水浅的地方, 浅滩\na. 浅的, 肤浅的\nv. (使)变浅",('ʃælәu),j,高考 四级 六级 考研 托福 雅思,7143,0.0513789724205515,0.1692566148677026,B1,3,中级,gre
spoon,"n. 匙, 调羹, 匙形工具\nvt. 以匙舀起, 调情, 使成匙状",(spu:n),n,中考 高考 四级 六级 考研 托福,6960,0.0472701149425287,0.0295977011494252,A2,2,初级,gre
equip,"vt. 装备, 配备\n[机] 设备, 装置",(i'kwip),v,高考 四级 六级 考研 托福,6907,0.1039525119444042,0.2430867236137252,A2,2,初级,gre
fisherman,"n. 渔夫, 钓鱼者, 渔船",('fiʃәmәn),n,中考 高考 四级 六级 考研,6784,0.0968455188679245,0.2558962264150943,B2,4,中级,gre
scent,"n. 气味, 香味, 香水, 踪迹, 痕迹, 线索, 嗅觉\nvt. 闻出, 嗅, 发觉, 使充满气味\nvi. 嗅猎, 发出气味",(sent),n,四级 六级 考研 托福 雅思,6759,0.0381713271193963,0.0409823938452433,A2,2,初级,gre
skip,"n. 跳跃, 跳读\nvi. 跳越, 跳读, 跳绳, 遗漏, 跳级\nvt. 跳过, 遗漏\n[计] 跳过",(skip),v,高考 六级 考研 托福 雅思,6746,0.0913133708864512,0.0720426919656092,A2,2,初级,gre
ambition,"n. 野心, 志向",(æm'biʃәn),n,高考 四级 六级 考研 托福 雅思,6571,0.1359001674022218,0.2415157510272409,B1,3,中级,gre
persist,"vi. 坚持, 固执, 持续, 坚称\n[经] 持续",(pә'sist),v,四级 六级 考研 托福 雅思,6435,0.0618492618492618,0.4329448329448329,B1,3,中级,gre
interval,"n. 间隔, 距离, 间歇, 间隙\n[计] 时间间隔",('intәvәl),n,高考 四级 六级 考研 托福 雅思,6289,0.0233741453331213,0.556527269836222,B1,3,中级,gre
midst,n. 中间\nprep. 在...中间,(midst),n,四级 六级 考研,6239,0.1561147619810867,0.1969866965859913,A2,2,初级,gre
regret,"n. 遗憾, 后悔, 悔恨, 抱歉, 歉意\nvt. 为...感到遗憾, 后悔, 惋惜, 懊悔, 抱歉\nvi. 感到抱歉",(ri'gret),v,中考 高考 四级 六级 考研,6040,0.2354304635761589,0.0705298013245033,B1,3,中级,gre
vocal,"a. 嗓音的, 声音的, 有声的, 歌唱的\nn. 元音, 声乐作品",('vәukl),j,六级 考研 托福,6027,0.1179691388750622,0.3190642110502737,A2,2,初级,gre
removal,"n. 移动, 移居, 迁移, 排除, 切除\n[医] 切除, 除去",(ri'mu:vl),n,四级 六级 考研 雅思,5964,0.0943997317236753,0.5026827632461436,B1,3,中级,gre
threshold,"n. 门槛, 入口, 开端, 阈\n[计] 阈; 阈值",('θreʃәuld),n,六级 考研 托福 雅思,5945,0.0819175777964676,0.5002523128679562,B2,4,中级,gre
diplomat,"n. 外交官, 有外交手腕的人\n[法] 外交家, 外交官, 有权谋的人",('diplәmæt),n,考研 雅思,5687,0.2410761385616318,0.1353965183752417,B1,3,中级,gre
drown,"vi. 淹死\nvt. 把...淹死, 淹没",(draun),v,高考 四级 六级 考研 雅思,5578,0.1471853711007529,0.065435640014342,A2,2,初级,gre
laundry,"n. 洗衣店, 洗好的衣服, 洗涤\n[机] 洗衣作, 洗衣店, 洗衣房",('lɒ:ndri),n,高考 四级 六级 考研 托福 雅思,5510,0.111070780399274,0.0989110707803992,B1,3,中级,gre
naval,"a. 海军的, 军舰的, 有舰队的\n[法] 海军的, 军舰的, 船的",('neivl),j,四级 六级 考研 托福 雅思,5438,0.19933799190879,0.190327326222876,A2,2,初级,gre
nutrition,"n. 营养, 营养学\n[医] 营养, 营养品",(nju:'triʃәn),n,高考 六级 考研 托福 雅思 GRE,7037,0.0612476907773198,0.158021884325707,B2,4,中级,gre
hawk,"n. 鹰, 掠夺者, 鹰派成员\nvi. 放鹰行猎, 像鹰一般地袭击, 清嗓, 咳嗽\nvt. 捕捉, 咳出, 兜售, 叫卖, 散播",(hɒ:k),n,高考 四级 六级 考研 雅思 GRE,6933,0.0480311553440069,0.0838021058704745,A2,2,初级,gre
surge,"n. 巨涌, 汹涌, 澎湃\nvi. 汹涌, 澎湃, 颠簸, 猛冲, 突然放松\nvt. 使汹涌奔腾, 急放\n[计] 电压尖峰",(sә:dʒ),n,六级 考研 托福 雅思 GRE,5587,0.2419903347055665,0.1240379452299982,A2,2,初级,gre
scar,"n. 疤痕, 伤痕, 悬崖\nvi. 结疤, 愈合, 痊愈\nvt. 使有伤痕",(skɑ:),n,高考 四级 六级 考研 托福 雅思 GRE,5502,0.1219556524900036,0.0865139949109414,A2,2,初级,gre
glow,"n. 赤热, 光辉, 热情, 热烈, 红光\nvi. 发红光, 红光焕发, 发热, 洋溢, 激动",(glәu),n,四级 六级 考研 雅思 GRE,5418,0.0359911406423034,0.0446659283868586,A2,2,初级,gre
applause,"n. 鼓掌, 喝彩, 赞许",(ә'plɒ:z),n,四级 六级 考研 GRE,5392,0.5124258160237388,0.0374629080118694,B1,3,中级,gre
hammer,"n. 锤, 铁锤, 钉锤\nvt. 锤打, 敲打, 钉\nvi. 连续锤打\n[计] 锤头",('hæmә),n,高考 四级 六级 考研 托福 GRE,5386,0.0844782770144819,0.0818789454140364,B1,3,中级,gre
skillet,"n. 煮锅, 长柄浅锅",('skilit),n,GRE,5335,0.0082474226804123,0.0028116213683223,B1,3,中级,gre
devise,"vt. 设计, 发明, 图谋, 遗赠给\nn. 遗赠",(di'vaiz),v,四级 六级 考研 托福 雅思 GRE,5291,0.0593460593460593,0.3543753543753544,B1,3,中级,gre
affordable,[计] 普及型,(),j,托福 GRE,5289,0.143316316884099,0.1319720173945925,B2,4,中级,gre
betray,"vt. 出卖, 背叛, 辜负, 暴露\n[法] 出卖, 背叛, 泄漏",(bi'trei),v,高考 四级 六级 考研 托福 雅思 GRE,5236,0.1579449961802903,0.1657754010695187,B1,3,中级,gre
prosperity,"n. 繁荣, 茂盛, 成功\n[经] 繁荣",(prɒs'periti),n,四级 六级 考研 托福 GRE,5156,0.182311869666408,0.2959658650116369,B2,4,中级,gre
supplement,"n. 补充物, 增刊, 补充, 补遗, 补编, 附录, 补角\nvt. 补充, 增补",('sʌplimәnt),n,四级 六级 考研 托福 GRE,5139,0.102159953298307,0.1757151196730881,B2,4,中级,gre
notable,"n. 著名人士, 值得注意之事物\na. 值得注意的, 显著的",('nәutәbl),j,六级 考研 托福 雅思 GRE,4967,0.0463056170726796,0.3917857861888464,B1,3,中级,gre
witch,"n. 巫婆, 女巫\nvt. 施巫术, 迷惑",(witʃ),n,考研 GRE,4953,0.1114476075105996,0.1825156470825762,A2,2,初级,gre
attain,"vt. 达到, 获得\nvi. 达到",(ә'tein),v,高考 四级 六级 考研 托福 雅思 GRE,4942,0.0386483205180089,0.6098745447187374,B1,3,中级,gre
designate,"vt. 指定, 指明, 称呼\na. 已选出而未上任的",('dezigneit),v,六级 考研 托福 雅思 GRE,4919,0.0715592600121976,0.4551738158162228,B2,4,中级,gre
discard,"vt. 丢弃, 抛弃\nvi. 垫牌\nn. 垫牌, 抛弃",(dis'kɑ:d),v,四级 六级 考研 托福 雅思 GRE,4782,0.0512337933918862,0.2145545796737766,B1,3,中级,gre
erupt,vi. 爆发\nvt. 喷出,(i'rʌpt),v,高考 六级 考研 托福 雅思 GRE,4746,0.15149599662874,0.1321112515802781,A2,2,初级,gre
clarity,"n. 清楚, 明晰\n[化] 透明度; 透明性; 清晰性",('klærәti),n,考研 雅思 GRE,4729,0.0790864876295199,0.3324170014802284,B1,3,中级,gre
urgent,"a. 紧急的, 急迫的, 催逼的\n[经] 紧急的, 急迫的",('ә:dʒәnt),j,高考 四级 六级 考研 托福 GRE,4712,0.1419779286926994,0.2421477079796264,B1,3,中级,gre
prescribe,"v. 规定, 指定, 嘱咐, 开处方",(pris'kraib),v,四级 六级 考研 托福 雅思 GRE,4688,0.1651023890784983,0.325938566552901,B2,4,中级,gre
drought,"n. 干旱, 缺乏",(draut),n,四级 六级 考研 托福 雅思 GRE,4687,0.1344143375293364,0.2754427138894815,B1,3,中级,gre
scrape,"n. 刮, 擦, 挖, 擦痕, 刮擦声, 困境\nvi. 刮掉, 擦掉, 刮出刺耳声\nvt. 刮, 擦, 擦伤, 挖成, 积蓄",(skreip),v,四级 六级 考研 托福 雅思 GRE,4666,0.0531504500642949,0.0366480925846549,B1,3,中级,gre
suitcase,n. 手提箱,('sju:tkeis),n,高考 六级 托福 雅思 GRE,4628,0.087942955920484,0.0356525496974935,B1,3,中级,gre
calcium,n. 钙\n[化] 钙Ca,('kælsiәm),n,考研 托福 雅思 GRE,4622,0.0508437905668541,0.2291215923842492,B1,3,中级,gre
gravel,"n. 砂砾, 碎石\n[医] 沙砾, 尿沙",('grævәl),n,六级 雅思 GRE,4423,0.0339136332805787,0.0978973547366041,B1,3,中级,gre
passive,"a. 消极的, 被动的, 冷漠的, 顺从的, 无源的\n[医] 被动的",('pæsiv),j,高考 四级 六级 考研 托福 雅思 GRE,4396,0.0875796178343949,0.5398089171974523,B1,3,中级,gre
dim,"a. 暗淡的, 模糊的\nvt. 使暗淡\n[计] 数据解释模块",(dim),j,四级 六级 考研 托福 雅思 GRE,4356,0.032139577594123,0.0730027548209366,A1,1,初级,gre
excess,"n. 过度, 剩于, 超过, 超额\na. 过量的, 额外的",(ik'ses),j,四级 六级 考研 托福 雅思 GRE,4348,0.0604875804967801,0.233670653173873,B1,3,中级,gre
antique,"n. 古董, 古物\na. 古老的, 古风的, 旧式的, 过时的",(æn'ti:k),j,高考 六级 考研 托福 雅思 GRE,4282,0.0382998598785614,0.0686595049042503,B1,3,中级,gre
defy,"vt. 藐视, 挑衅, 使落空\nn. 挑战",(di'fai),v,六级 考研 托福 雅思 GRE,4246,0.1780499293452661,0.1980687706076307,A2,2,初级,gre
monopoly,"n. 垄断, 专卖权, 独占事业\n[经] 垄断, 专利品, 垄断(权)独占",(mә'nɒpәli),n,六级 考研 托福 雅思 GRE,4228,0.1319772942289498,0.3673131504257332,B1,3,中级,gre
supervise,"v. 监督, 管理, 指导",('sju:pәvaiz),v,六级 考研 托福 雅思 GRE,4197,0.1317607815106028,0.2999761734572314,B2,4,中级,gre
align,"vi. 排列, 排成一行, 结盟\nvt. 使结盟, 使成一行, 校正",(ә'lain),v,GRE,4145,0.0805790108564535,0.4033775633293124,A2,2,初级,gre
